@relation 'Multiclass Clothing Sales Dataset-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C21-Llast-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C22-Llast'

@attribute Product_Category {'Traditional Wear',Athleisure,Outerwear,Bottoms,Tops}
@attribute Brand {'Forever 21','Ralph Lauren',Nike,Zara,Wrangler,Balenciaga,Uniqlo,Reebok,Gucci,'Louis Vuitton','Tommy Hilfiger','Under Armour','Calvin Klein',Puma,Diesel,Versace,Levi’s,Adidas,H&M,GAP}
@attribute Product_Name {Tops,'Casual Shirt',Blazer,Leggings,Dress,Jeans,Hoodie,Jumpsuit,Trousers,Jacket,Skirt,T-Shirt,Saree,Kurta,Shorts,'Polo Shirt',Palazzo,Sweatshirt,'Formal Shirt','Track Pants'}
@attribute Gender {Women,Men}
@attribute Size {S,XXL,M,XL,L}
@attribute Color {White,Yellow,Green,Orange,Purple,Black,Pink,Red,Blue}
@attribute Season {Winter,All-Season,Summer}
@attribute Payment_Method {Card,UPI,'Net Banking',Cash}
@attribute Customer_Type {New,Returning}
@attribute Selling_Price numeric
@attribute Cost_Price numeric
@attribute Discount_Percentage numeric
@attribute Quantity_Sold numeric
@attribute Total_Sales numeric
@attribute Stock_Availability numeric
@attribute Customer_Age numeric
@attribute Purchase_Frequency numeric
@attribute Store_Rating numeric
@attribute Return_Rate numeric
@attribute Sales_Category {'High Sales','Low Sales','Medium Sales'}
@attribute Outlier {no,yes}
@attribute ExtremeValue {no,yes}

@data
Outerwear,'Ralph Lauren',Saree,Women,XXL,Orange,All-Season,Card,New,1496.981377,1666.860631,38.203985,2,74066.695864,434,49,1.865934,3.112263,2.127464,'Low Sales',no,no
Athleisure,Diesel,Hoodie,Women,M,Pink,Winter,'Net Banking',Returning,1455.741637,960.153838,14.38562,7,49707.925807,44,44,1.075284,4.100715,29.969095,'High Sales',no,no
Bottoms,Zara,Skirt,Women,S,Blue,Winter,Card,Returning,1730.770713,1233.768953,44.561237,8,67098.846861,409,56,0.809953,3.631771,9.650886,'High Sales',no,no
Athleisure,Balenciaga,'Polo Shirt',Women,M,Green,All-Season,Card,New,957.707415,910.122523,37.531668,2,76833.727201,311,38,1.314783,4.928671,13.206975,'Low Sales',no,no
Athleisure,Nike,Trousers,Men,XL,Yellow,Summer,'Net Banking',Returning,2554.225482,1556.570534,25.424775,3,28165.128038,250.329842,36,1.651576,3.212294,22.920012,'Medium Sales',no,no
Bottoms,Versace,Tops,Men,M,Pink,All-Season,Cash,Returning,2581.634383,1221.269241,8.078609,9,91312.725989,24,24,1.468107,4.755079,19.594933,'Medium Sales',no,no
Bottoms,'Forever 21','Formal Shirt',Men,S,Yellow,Winter,'Net Banking',Returning,1117.522283,1221.736637,17.938536,1,79389.021585,286,62,1.033271,3.095457,23.27562,'High Sales',no,no
Tops,Wrangler,'Track Pants',Men,XXL,Orange,Summer,Card,New,1383.953189,1186.640534,31.518052,5,32016.916934,204,35,1.324486,3.192236,4.326878,'High Sales',no,no
Tops,Reebok,Leggings,Men,L,Pink,Summer,UPI,Returning,1266.227601,1443.972498,24.700775,1,56251.448008,305,46,3.186085,3.370003,0.091195,'Low Sales',no,no
Outerwear,Versace,Blazer,Women,XL,Red,All-Season,'Net Banking',Returning,1998.381053,416.11721,0.036051,4,57098.761342,263,35,2.19853,4.537772,0.536282,'High Sales',no,no
Outerwear,Levi’s,T-Shirt,Men,M,Yellow,Winter,Cash,Returning,2081.666944,876.372717,23.149599,7,56867.497435,232,18,3.210153,3.513645,3.752474,'High Sales',no,no
Outerwear,'Forever 21',Blazer,Women,XL,Blue,All-Season,Cash,Returning,2164.150949,943.491661,42.433855,4,51231.014422,378,32,2.43775,4.84408,29.886295,'Low Sales',no,no
Tops,Balenciaga,Skirt,Men,L,Black,Winter,'Net Banking',New,1554.029505,518.304479,25.967514,2,59355.661415,164,40,1.888998,4.167383,8.614931,'Low Sales',no,no
Athleisure,Levi’s,Shorts,Men,S,Black,All-Season,Cash,New,567.783801,1219.530629,18.388621,4,41687.149156,425,35,1.853346,4.423583,5.792429,'Medium Sales',no,no
'Traditional Wear',H&M,'Track Pants',Women,L,Blue,All-Season,Cash,Returning,1525.809492,500.378037,3.622111,8,1700.841497,382,62,2.386781,3.824084,21.255747,'High Sales',no,no
'Traditional Wear',Versace,Palazzo,Men,XL,White,Winter,Card,New,2153.38442,793.213443,13.960276,4,55557.338595,250.329842,28,3.817849,3.034824,23.268429,'Medium Sales',no,no
Bottoms,'Ralph Lauren',Trousers,Women,XL,Green,All-Season,Cash,Returning,953.889311,1426.503288,15.457226,3,56159.41226,217,18,3.312362,3.260427,24.501702,'Medium Sales',no,no
Tops,H&M,Kurta,Men,XXL,Orange,Winter,Card,Returning,1656.613073,656.675167,24.994389,6,28399.782215,353,27,-0.074806,3.792567,15.222306,'Low Sales',no,no
Bottoms,Zara,T-Shirt,Men,XXL,Orange,Summer,UPI,Returning,1166.215609,737.675265,28.860241,7,28390.368102,413,54,2.136403,3.995121,3.473153,'High Sales',no,no
'Traditional Wear',Versace,'Polo Shirt',Men,XL,Red,Winter,'Net Banking',New,732.860539,899.650661,23.079763,7,53732.558022,275,48,2.315514,4.114126,17.419789,'High Sales',no,no
Bottoms,Adidas,Jumpsuit,Men,L,Orange,All-Season,'Net Banking',Returning,1124.394985,1355.312536,17.84191,5,62130.798398,250.329842,62,0.867367,4.081154,19.112471,'High Sales',no,no
Tops,Reebok,Dress,Women,M,Black,Winter,Card,Returning,864.435279,2496.623106,26.96195,7,63440.036435,471,54,-0.160374,4.331823,20.481865,'Low Sales',no,no
Tops,Uniqlo,Hoodie,Women,XXL,Orange,All-Season,UPI,New,1016.92418,1032.365069,27.768554,5,85941.35999,250.329842,38,2.05562,4.430269,15.832874,'Low Sales',no,no
Tops,Levi’s,'Track Pants',Women,M,Green,Summer,Cash,Returning,1902.153237,795.969176,38.036256,7,58878.975516,328,30,4.00903,4.549772,20.70123,'Medium Sales',no,no
'Traditional Wear','Ralph Lauren',Saree,Men,XL,White,Winter,Cash,Returning,1584.063906,816.479168,40.823988,2,49632.473539,253,39,1.356761,4.069991,14.532249,'Low Sales',no,no
Tops,Wrangler,Hoodie,Men,S,Green,Winter,UPI,Returning,618.072233,965.254413,36.691145,1,24886.769013,167,54,2.418034,4.706018,26.370194,'Medium Sales',no,no
Outerwear,Nike,Jeans,Women,M,Orange,Winter,UPI,Returning,840.846739,850.088997,30.81612,3,55262.822827,303,57,2.34262,4.221262,16.564963,'Medium Sales',no,no
Outerwear,Gucci,Palazzo,Men,XL,Pink,Summer,'Net Banking',New,1679.549676,1501.914435,21.274012,3,44884.571103,31,62,2.292493,3.440751,0.106989,'Low Sales',no,no
Tops,Adidas,Saree,Women,XL,Green,Winter,'Net Banking',New,1433.709335,669.977554,18.085632,4,41003.876517,324,55,1.991461,4.018033,24.988775,'Low Sales',no,no
Outerwear,'Calvin Klein',Dress,Women,XL,Pink,Summer,UPI,Returning,1683.627059,1855.285485,47.654718,3,49130.82117,201,22,3.21074,3.283252,20.609503,'Medium Sales',no,no
Tops,GAP,Shorts,Women,M,Red,All-Season,UPI,New,1593.794049,904.108767,16.344793,8,73635.332408,64,25,1.26928,4.896101,9.841019,'Low Sales',no,no
'Traditional Wear',GAP,Palazzo,Women,L,Yellow,Summer,Cash,Returning,2172.493593,1798.156262,19.999261,6,72002.669381,197,55,0.491714,3.995121,28.94135,'Low Sales',no,no
Outerwear,Adidas,Skirt,Women,L,Green,Winter,UPI,Returning,2331.385042,705.575577,24.488374,4,21184.2167,421,33,1.022043,4.612271,16.750975,'High Sales',no,no
'Traditional Wear',Uniqlo,Sweatshirt,Women,XXL,Pink,All-Season,'Net Banking',New,2130.559123,1086.662956,5.629971,1,45017.989541,56,55,1.943113,3.011072,4.78971,'Low Sales',no,no
Outerwear,Versace,Blazer,Men,L,White,Summer,Cash,New,2296.817071,1137.318951,24.994389,9,64687.880255,264,26,2.311316,4.653525,20.997895,'High Sales',no,no
Athleisure,Versace,Jacket,Men,XL,Green,Winter,Card,Returning,1450.265038,915.182804,20.472078,7,50577.55584,71,64,2.097173,3.299598,17.940952,'Low Sales',no,no
Athleisure,'Under Armour',Saree,Men,XXL,Black,All-Season,'Net Banking',New,2158.493688,1252.178681,28.992833,4,36342.977505,189,30,2.581246,3.256859,3.474683,'Low Sales',no,no
'Traditional Wear','Louis Vuitton',Trousers,Women,L,Yellow,Winter,Cash,Returning,2016.409215,1232.696913,35.654647,2,66929.950336,408,18,2.744054,4.418648,15.577984,'Medium Sales',no,no
Outerwear,GAP,Tops,Men,XXL,Black,Summer,'Net Banking',New,1718.559389,824.537115,23.374369,1,65164.561767,284,59,2.760372,4.196756,28.856278,'Medium Sales',no,no
Athleisure,H&M,Hoodie,Men,M,Orange,Summer,UPI,New,1643.227271,708.82241,30.724714,6,66251.431368,181,28,3.057707,3.996944,8.965362,'High Sales',no,no
Tops,'Calvin Klein','Polo Shirt',Men,M,Blue,Summer,UPI,Returning,1721.797427,1091.525263,18.795906,7,58393.339449,364,41.066821,2.559277,4.967569,17.148291,'Low Sales',no,no
Bottoms,H&M,'Polo Shirt',Men,XL,Green,Winter,Cash,Returning,2191.823789,594.084168,14.838404,4,12639.400005,281,18,0.954991,4.68477,2.740713,'Medium Sales',no,no
Athleisure,Adidas,Palazzo,Men,M,White,Summer,'Net Banking',Returning,1554.029505,1062.700635,15.333173,4,63218.291652,216,62,3.860302,3.424869,0.069751,'Low Sales',no,no
Athleisure,Adidas,Palazzo,Women,XL,Pink,All-Season,'Net Banking',New,1294.25307,1034.223262,32.937758,4,62258.712272,491,39,2.421052,4.092978,22.895768,'Low Sales',no,no
Tops,'Forever 21',T-Shirt,Men,L,Black,Winter,Cash,Returning,736.529816,1583.150224,24.830283,9,55553.103398,65,49,2.848445,4.745832,14.356308,'High Sales',no,no
Athleisure,Reebok,'Polo Shirt',Women,S,Black,All-Season,UPI,Returning,2147.200219,838.334075,8.692375,6,58985.191798,175,48,1.324917,3.270039,23.218897,'Medium Sales',no,no
Athleisure,'Under Armour',Jeans,Women,S,Pink,Winter,'Net Banking',New,1841.3832,1163.520486,20.592055,3,77431.770969,162,51,2.209803,4.03839,0.692328,'High Sales',no,no
Athleisure,Reebok,Jacket,Men,L,Yellow,Summer,UPI,Returning,2061.163828,1016.55652,24.994389,1,62925.767623,474,18,1.692773,3.583074,7.636342,'Medium Sales',no,no
Outerwear,'Ralph Lauren',Trousers,Women,S,Orange,Winter,UPI,Returning,1384.775243,233.514941,18.183092,9,68497.652216,293,19,3.220525,3.995121,7.937542,'High Sales',no,no
Athleisure,Nike,'Formal Shirt',Women,M,Green,Summer,'Net Banking',New,1796.628344,952.410406,49.269242,9,31155.274178,256,59,0.167314,3.29726,2.951348,'Low Sales',no,no
Bottoms,Diesel,Blazer,Men,S,Red,Summer,UPI,New,1439.686849,920.741421,48.77372,3,30083.472867,344,55,1.158094,3.503133,25.837084,'Medium Sales',no,no
Outerwear,Nike,Jacket,Women,XL,Black,Summer,Card,New,1636.662441,1279.546545,13.461189,5,56411.434428,80,31,2.638278,4.272396,13.576159,'Low Sales',no,no
Outerwear,Uniqlo,Sweatshirt,Women,S,Red,All-Season,Card,Returning,2054.680799,1293.192207,31.997427,1,42114.95253,363,18,0.534502,3.6983,1.034492,'Low Sales',no,no
'Traditional Wear','Louis Vuitton',Shorts,Women,XL,Blue,Winter,Cash,New,1554.029505,1764.462112,18.63513,4,48897.315539,215,41.066821,2.525072,4.356786,18.879306,'Low Sales',no,no
Athleisure,Adidas,T-Shirt,Men,XL,Pink,All-Season,UPI,Returning,1554.029505,499.275013,29.169587,6,65218.651899,472,24,3.362108,4.749766,26.947106,'Medium Sales',no,no
Bottoms,Nike,Tops,Women,S,Yellow,Summer,UPI,Returning,681.395148,748.068026,9.18456,2,25041.699957,111,55,1.946362,4.382743,2.473003,'Medium Sales',no,no
Bottoms,Zara,Jacket,Women,S,Purple,All-Season,UPI,New,1834.180425,698.398043,35.621973,5,54578.344352,386,52,2.251833,3.044673,26.542019,'Low Sales',no,no
'Traditional Wear','Under Armour',Skirt,Women,XXL,Pink,Summer,Card,Returning,2105.553193,1002.875038,28.416233,7,47100.564343,415,62,1.369335,3.896598,9.671895,'High Sales',no,no
Bottoms,Puma,Kurta,Men,M,Pink,Summer,UPI,Returning,1613.287874,1052.382769,27.592011,8,65132.006672,285,32,1.38186,4.122459,23.504456,'High Sales',no,no
Outerwear,Versace,'Track Pants',Men,L,White,Winter,Cash,New,971.540228,525.511785,35.120483,1,12420.58252,181,42,3.660313,3.674994,9.736833,'High Sales',no,no
Tops,'Under Armour',Palazzo,Men,XXL,Orange,All-Season,Cash,New,1034.124415,827.270684,42.063891,1,81416.786167,292,19,1.186313,3.760297,25.868658,'High Sales',no,no
Outerwear,Uniqlo,'Track Pants',Men,S,Black,Winter,UPI,New,1129.81576,1325.201067,8.479327,1,26115.251693,298,60,1.720455,3.995121,6.408438,'Low Sales',no,no
Tops,'Louis Vuitton',Shorts,Men,XL,Pink,Summer,UPI,New,2011.068923,1352.524613,43.43465,5,24761.099688,137,24,1.445059,4.004849,15.52596,'High Sales',no,no
Bottoms,Nike,'Formal Shirt',Women,M,Purple,Winter,'Net Banking',New,1156.181369,958.101315,3.955962,6,64250.708258,250.329842,27,2.91521,4.706831,15.749246,'Low Sales',no,no
Athleisure,Reebok,T-Shirt,Men,M,Red,Winter,UPI,Returning,1812.723172,1002.744467,35.850831,1,51045.820846,35,44,2.211665,3.995121,1.892619,'High Sales',no,no
Tops,Gucci,Jacket,Women,L,Pink,All-Season,'Net Banking',New,1764.809835,781.207893,7.842828,4,31921.35596,489,56,0.840359,3.634476,10.836234,'Medium Sales',no,no
Outerwear,Nike,Sweatshirt,Men,XXL,Purple,Winter,'Net Banking',Returning,1554.029505,1149.500836,31.148347,7,15131.309327,227,64,3.499027,4.62453,23.777867,'Low Sales',no,no
Outerwear,Nike,Hoodie,Men,S,Yellow,Summer,UPI,New,1690.604804,1041.590523,29.155189,3,71273.688962,304,61,-0.120832,4.237092,24.577021,'High Sales',no,no
Outerwear,'Tommy Hilfiger',Skirt,Men,XL,Pink,Summer,Cash,Returning,1097.240171,1559.756059,4.222735,4,80522.977359,97,21,0.424686,3.381398,0.720088,'Medium Sales',no,no
Outerwear,Nike,Saree,Men,S,Pink,Summer,UPI,Returning,1323.298422,424.873259,24.994389,9,57358.786828,242,28,2.622048,4.193054,4.705413,'High Sales',no,no
'Traditional Wear','Tommy Hilfiger',Leggings,Men,M,Purple,All-Season,Cash,New,668.183654,828.548915,43.341792,2,80231.405932,292,37,2.3599,3.764424,10.036411,'Medium Sales',no,no
Bottoms,Wrangler,'Track Pants',Men,XL,Purple,Summer,Cash,New,1106.640999,1150.776454,11.925934,9,22608.210635,71,28,1.840949,4.779658,17.187774,'Low Sales',no,no
Athleisure,Nike,'Formal Shirt',Women,XXL,Orange,Summer,Card,Returning,2404.963433,306.790719,46.710435,6,36702.206739,189,57,3.351706,4.485493,19.434037,'Low Sales',no,no
'Traditional Wear',Zara,T-Shirt,Men,M,Orange,All-Season,'Net Banking',New,1554.029505,1587.083816,37.316198,9,9561.356416,442,30,1.344561,3.597625,0.093426,'Low Sales',no,no
Bottoms,GAP,Blazer,Men,L,Blue,All-Season,UPI,Returning,1524.281898,1257.258486,26.172492,4,34582.866069,296,35,1.432329,3.215716,7.818737,'Medium Sales',no,no
Tops,Versace,Trousers,Women,L,Blue,Summer,Cash,New,1361.253976,795.880867,14.427789,2,26841.524028,356,20,1.03546,3.885553,24.112514,'Low Sales',no,no
'Traditional Wear','Calvin Klein',Trousers,Women,S,Green,Winter,Cash,New,348.291049,864.326265,24.994389,8,28962.841677,201,31,3.121841,3.249271,27.75838,'High Sales',no,no
'Traditional Wear',Uniqlo,Shorts,Women,M,Green,Winter,UPI,Returning,1688.827839,960.639112,9.616487,1,31293.467481,352,60,-0.021445,3.706258,9.846837,'Low Sales',no,no
'Traditional Wear','Calvin Klein','Track Pants',Men,M,Orange,Winter,Card,New,2326.044737,1216.807572,37.081174,5,30105.506747,53,18,2.589722,3.04666,22.557735,'Low Sales',no,no
'Traditional Wear',Adidas,Saree,Men,M,Green,All-Season,Card,Returning,1473.155816,852.539625,38.343189,4,66109.849758,128,27,0.933725,4.358285,0.085625,'Medium Sales',no,no
Tops,Balenciaga,Tops,Men,XL,Blue,Winter,UPI,New,1257.899751,1679.582271,48.048655,3,79983.651434,75,37,-0.860015,4.599129,3.177832,'High Sales',no,no
Outerwear,Diesel,'Formal Shirt',Women,S,White,All-Season,UPI,New,1612.240644,799.494615,44.526904,4,64424.343,248,56,1.266766,4.569989,13.463751,'High Sales',no,no
'Traditional Wear',H&M,Trousers,Women,S,Purple,All-Season,'Net Banking',Returning,1810.675864,955.01754,5.544765,5,69434.822222,74,46,0.258565,3.995121,25.075232,'High Sales',no,no
Bottoms,Gucci,Shorts,Women,L,Orange,Winter,Cash,Returning,2272.594282,1038.815626,17.191981,8,21246.160014,447,19,1.078632,3.00078,7.212924,'High Sales',no,no
Outerwear,Uniqlo,Jumpsuit,Men,XXL,White,All-Season,Cash,Returning,1841.285803,705.332012,23.296682,2,77877.842165,314,41.066821,1.216804,3.118803,12.987655,'Low Sales',no,no
Tops,'Forever 21',Tops,Men,XL,Blue,All-Season,Cash,Returning,1846.995678,801.375727,48.373351,6,34413.798468,416,33,0.387317,4.053331,14.545463,'Medium Sales',no,no
Athleisure,Levi’s,'Track Pants',Women,S,Purple,All-Season,'Net Banking',Returning,1893.539177,965.108859,26.336173,5,63729.304411,428,47,1.385006,4.980664,18.967318,'Low Sales',no,no
Tops,'Tommy Hilfiger',Blazer,Men,S,Yellow,Summer,Card,Returning,924.097567,1127.011338,18.849397,9,35824.443444,184,20,1.732963,3.154624,25.089818,'Low Sales',no,no
Athleisure,Reebok,Shorts,Women,L,Orange,Summer,Card,Returning,1586.179748,1431.800724,1.152181,4,37275.732502,213,62,2.35856,3.395775,23.0368,'Low Sales',no,no
Bottoms,Puma,T-Shirt,Women,XL,Pink,All-Season,'Net Banking',New,1311.212077,1116.297816,0.179943,8,53336.049008,294,39,0.770315,3.708867,8.022662,'Low Sales',no,no
Athleisure,Balenciaga,Leggings,Men,XL,White,Winter,Cash,New,1554.029505,1588.572833,4.255666,8,66214.479689,161,18,2.464956,4.889941,1.114468,'High Sales',no,no
'Traditional Wear','Ralph Lauren',Blazer,Men,L,Purple,Winter,UPI,New,1574.16224,1481.667449,26.246489,5,92879.723165,148,46,2.561277,3.74924,29.850678,'Medium Sales',no,no
Outerwear,'Forever 21',Palazzo,Women,XL,Green,All-Season,Cash,Returning,1786.310352,374.738227,11.35014,8,67274.656526,225,54,1.350424,4.829323,1.139685,'Low Sales',no,no
Outerwear,H&M,T-Shirt,Men,M,Red,Summer,UPI,Returning,1166.878837,1473.160061,24.286947,6,38079.220452,91,30,3.858049,3.996423,27.300398,'Medium Sales',no,no
'Traditional Wear',Wrangler,'Track Pants',Women,XXL,Orange,All-Season,Cash,Returning,718.88906,1001.239356,26.72834,7,27976.748344,263,44,1.910148,3.188063,17.416387,'Medium Sales',no,no
Outerwear,'Tommy Hilfiger',Shorts,Men,XXL,Pink,Winter,Card,Returning,1044.787146,891.631793,4.027042,4,101519.654777,54,20,2.481651,3.53235,3.490182,'Medium Sales',no,no
Tops,Levi’s,'Casual Shirt',Men,S,Red,All-Season,Card,New,1478.8998,1702.086948,19.782856,9,50854.543504,168,50,2.402242,3.054729,5.729582,'Low Sales',no,no
'Traditional Wear',Diesel,'Casual Shirt',Women,M,Green,All-Season,UPI,Returning,701.153763,1040.455303,34.146614,5,39039.670501,397,30,3.35346,4.384329,13.040652,'Low Sales',no,no
'Traditional Wear',Zara,Jeans,Women,XL,Purple,All-Season,UPI,Returning,1554.029505,1041.802634,12.268316,4,65532.981114,153,33,2.684222,3.647758,25.641326,'High Sales',no,no
Outerwear,'Louis Vuitton',Jumpsuit,Women,L,Pink,Summer,UPI,Returning,1925.527917,510.190235,24.994389,4,46545.810712,32,23,2.140402,3.601483,3.368159,'High Sales',no,no
Athleisure,Versace,Palazzo,Men,S,Orange,All-Season,Card,New,1683.845942,564.427781,30.814249,8,81162.404768,126,41,1.886197,4.89678,14.834962,'Low Sales',no,no
Bottoms,Puma,Jumpsuit,Women,S,Orange,Summer,'Net Banking',New,992.916883,909.407165,38.104747,5,38198.199666,335,49,1.93269,4.395255,25.599902,'High Sales',no,no
Athleisure,Diesel,'Formal Shirt',Men,XL,Purple,Summer,'Net Banking',Returning,1654.633197,1495.9161,43.67162,7,48094.185731,271,31,1.247115,4.133852,11.474611,'Medium Sales',no,no
Tops,Wrangler,'Casual Shirt',Men,S,Pink,Summer,Cash,Returning,1291.31752,926.919672,30.244083,8,58185.605482,83,25,0.448658,3.977665,28.261956,'High Sales',no,no
'Traditional Wear',Versace,'Formal Shirt',Women,L,Green,All-Season,'Net Banking',New,1844.623654,1575.610808,33.952512,1,56690.689275,341,42,0.062467,4.640327,3.463082,'High Sales',no,no
'Traditional Wear',Uniqlo,Shorts,Men,S,Green,Summer,'Net Banking',New,795.88136,589.846173,17.688462,1,33685.653223,207,61,1.421648,3.755389,11.732393,'Medium Sales',no,no
Tops,Nike,Dress,Men,XXL,Blue,Winter,'Net Banking',Returning,2070.678672,1497.088825,3.599819,8,49016.590429,289,41.066821,3.237616,3.493825,0.32212,'Medium Sales',no,no
Bottoms,'Under Armour',Trousers,Men,L,Purple,Summer,'Net Banking',Returning,1617.498559,104.328686,38.568446,9,35655.19925,101,32,2.580695,4.543382,11.152439,'High Sales',no,no
'Traditional Wear','Louis Vuitton',Saree,Men,L,Pink,Winter,UPI,Returning,1554.029505,1647.660815,21.220894,6,35877.957142,428,58,1.318012,4.989976,10.020073,'Low Sales',no,no
Athleisure,'Louis Vuitton',Blazer,Men,S,Yellow,All-Season,UPI,New,1034.740284,998.585087,11.375782,7,37774.677109,187,57,3.066829,4.932368,10.645835,'High Sales',no,no
Tops,Gucci,Trousers,Women,XXL,Pink,Summer,UPI,New,1948.983675,1180.742798,47.656894,7,27671.102919,428,19,1.603457,3.535643,20.741324,'High Sales',no,no
'Traditional Wear',Wrangler,Kurta,Women,XL,Blue,Winter,UPI,New,1554.029505,393.111176,0.816751,7,57963.986809,6,31,0.351099,4.570661,26.342368,'Low Sales',no,no
Athleisure,Versace,Jumpsuit,Men,L,Purple,All-Season,'Net Banking',Returning,1760.900059,837.877448,6.090884,7,79711.985537,157,40,4.098206,4.505177,24.760131,'High Sales',no,no
Tops,Wrangler,Dress,Men,XL,Pink,Summer,Cash,New,1973.856177,1393.250954,36.298268,9,39036.320039,65,50,1.584264,4.039231,13.722901,'Medium Sales',no,no
Tops,'Ralph Lauren',T-Shirt,Men,L,Orange,Summer,Card,New,1316.091657,1338.47475,47.668841,8,43127.702448,5,23,2.169906,3.207074,17.156683,'High Sales',no,no
Tops,Gucci,Tops,Women,L,Orange,Summer,Cash,New,2239.105746,985.219107,36.71,6,56632.920603,328,46,3.348865,4.985542,27.839951,'Low Sales',no,no
Bottoms,Levi’s,Palazzo,Men,L,Red,All-Season,'Net Banking',Returning,1657.15108,1301.22685,31.677279,6,20805.888277,297,33,3.009656,3.041903,21.29564,'Medium Sales',no,no
Tops,Balenciaga,Trousers,Men,XL,Green,Winter,Cash,Returning,1715.010574,1025.782165,33.009673,7,17877.83139,261,18,1.77568,3.20141,25.168441,'Medium Sales',no,no
Outerwear,GAP,Skirt,Women,M,Pink,Winter,Cash,New,1342.463249,1518.782499,26.098311,6,50490.783204,312,36,1.041764,4.485098,16.532121,'Low Sales',no,no
Outerwear,'Forever 21',T-Shirt,Men,S,Orange,Summer,'Net Banking',Returning,1405.375756,1574.323488,49.004725,3,38934.818455,167,20,2.524857,4.092726,12.508996,'Low Sales',no,no
Tops,'Forever 21',Skirt,Men,L,Blue,Summer,UPI,New,1149.240358,910.486766,24.994389,9,51470.217451,447,58,1.346721,4.045298,10.679104,'High Sales',no,no
'Traditional Wear','Ralph Lauren',Shorts,Women,S,Blue,Summer,UPI,Returning,1115.756155,1468.72737,0.463394,5,48604.933626,428,32,1.607638,4.069974,21.379792,'High Sales',no,no
Outerwear,Puma,T-Shirt,Women,L,White,Winter,UPI,Returning,868.108538,1180.124469,32.184247,9,42338.426422,166,18,1.894754,3.445594,1.190687,'High Sales',no,no
Athleisure,'Forever 21',Dress,Women,XXL,Purple,Winter,'Net Banking',Returning,1557.973238,555.815936,36.183793,6,27744.995208,408,23,2.896199,3.025,2.530058,'High Sales',no,no
Athleisure,H&M,Sweatshirt,Men,M,Blue,All-Season,Cash,Returning,1691.161823,888.007437,30.21998,1,48742.27667,250,49,3.071388,3.799409,19.168739,'Low Sales',no,no
'Traditional Wear',Adidas,Hoodie,Women,S,Red,Summer,UPI,Returning,1946.71316,1249.652824,24.892072,6,37409.811482,493,45,1.544211,4.118341,23.554525,'High Sales',no,no
Athleisure,Puma,Blazer,Women,XL,Yellow,Winter,Card,Returning,1707.244406,1791.467047,36.021527,7,57605.769509,380,54,2.295107,4.41106,29.661142,'High Sales',no,no
'Traditional Wear',Gucci,Tops,Men,L,Pink,Winter,Cash,Returning,1554.029505,918.563802,38.844657,8,98383.187395,391,35,3.096167,4.346655,8.293237,'High Sales',no,no
Athleisure,'Tommy Hilfiger','Casual Shirt',Women,M,White,Summer,UPI,New,1066.316751,1558.984507,5.970488,5,42089.139061,498,23,1.651819,3.995121,27.629194,'High Sales',no,no
Tops,Reebok,'Casual Shirt',Women,M,Yellow,Summer,Cash,Returning,1289.774198,870.669933,38.696571,9,42305.9843,234,34,2.820043,4.033629,27.072318,'High Sales',no,no
Athleisure,Balenciaga,Jeans,Men,XXL,Red,Winter,Card,New,1440.720396,1084.121288,43.619685,4,50665.556028,293,33,2.371259,3.86265,13.641212,'Low Sales',no,no
Tops,GAP,'Track Pants',Women,M,Green,All-Season,UPI,Returning,2649.714383,809.732902,1.987228,4,26294.272562,23,58,1.980815,4.649651,26.018118,'High Sales',no,no
Athleisure,Nike,Dress,Women,L,White,Winter,'Net Banking',Returning,1692.966427,579.297007,22.134065,3,51003.44606,286,60,3.096046,3.199679,28.289481,'Medium Sales',no,no
Athleisure,Puma,'Track Pants',Men,XXL,Black,Winter,Cash,New,1749.02974,1300.111998,18.71304,7,48273.177971,350,57,2.365267,3.189551,23.457074,'High Sales',no,no
Athleisure,Zara,Jumpsuit,Women,M,Black,Winter,'Net Banking',Returning,1193.536159,979.382779,35.591686,6,25468.07908,356,41,2.53394,4.015786,21.811305,'Low Sales',no,no
Tops,'Under Armour',Blazer,Men,L,Purple,Summer,Card,New,1498.715393,770.436758,45.398684,8,53619.933333,316,36,3.584881,4.311767,1.741189,'High Sales',no,no
Athleisure,'Louis Vuitton',Sweatshirt,Men,L,Black,Winter,'Net Banking',New,1650.324919,894.820745,3.741789,5,16497.550329,182,50,3.405399,3.337695,16.58478,'High Sales',no,no
Athleisure,Nike,Palazzo,Women,XL,Blue,Winter,Cash,New,2496.330468,2072.483351,32.881298,4,71355.319314,58,49,2.024304,4.218709,8.922811,'Medium Sales',no,no
Bottoms,Nike,Dress,Men,XXL,White,All-Season,Cash,Returning,1120.199887,1091.506791,8.836487,5,95542.353295,155,43,2.381812,3.85813,21.072352,'Low Sales',no,no
Tops,'Under Armour',Leggings,Men,M,Orange,Summer,UPI,Returning,1395.945512,1282.815445,49.791665,5,40699.003797,201,39,1.948845,3.48659,24.38976,'Medium Sales',no,no
